entity_type,name,mention_count,row_count,sources,variants,spellings
PN,Kalka,2,2,lexicon; onomasticon,Kalka,ga-al-ga; kà-al-kà
PN,Irma-Aššur,2,2,lexicon; onomasticon,Irma-Aššur,ir-am-a-šur; ir-am-a-šùr; ir-am={d}a-šùr; ir-ma-a-šur; ir-ma-a-šur-ma; ir-ma-a-šùr; ir-ma-a-šùr-ma; ir-ma={d}a-šur; ìr-ma-a-šur
PN,Amua,2,2,lexicon; onomasticon,Amua,a-mu-a; a-mu-a-ma; a-mu-wa; a-mu-ú-a; {m}a-mu-a
PN,Ikua,2,2,onomasticon,Ikua,i-ku-a; i-ku-ú-a
PN,Turhala,2,2,lexicon; onomasticon,Turhala; Turḫala,du-ur-ha-la; tù-ur-ha-lá
PN,Amkuwa,2,2,lexicon,Amkuwa,a-am-ku-a; a-am-ku-wa; a-am-ku-wa-a; am-ku-a; am-ku-wa
PN,Idida,2,2,lexicon; onomasticon,Idida,i-dí-da
PN,Aššur-gimlī,2,2,lexicon; onomasticon,Aššur-gimlī,a-šùr-gi-im-li; a-šùr-gi-im-lí-ma; a-šùr-gi5-im-li
PN,Niwala,2,2,lexicon; onomasticon,Niwala,ni-wa-la; ni-wa-lá
PN,Manuba,2,2,lexicon; onomasticon,Manuba,ma-nu-ba; ma-nu-um-ba
PN,Babazua,2,2,lexicon; onomasticon,Babazua,ba-ba-zu-a; pá-pá-zu-a
PN,Aššur-balāṭī,2,2,lexicon,Aššur-balāṭī,a-šùr-ba-lá-ṭí
PN,Ummaza,2,2,lexicon; onomasticon,Ummaza,um-ma-sà; um-ma-sá; um-ma-za; ú-ma-za
PN,Nūr-Suen,2,2,lexicon; onomasticon,Nūr-Suen,nu-ur-sú; nu-ur-sú-en6; nu-ur-sú-in; nu-ur-zu; nu-ur={d}en.zu; nu-úr-su-en6; nu-úr-sú; nu-úr-sú-en; nu-úr-sú-en6; nu-úr-zu; nu-úr-zu-ma
PN,Šu-Nisaba,2,2,lexicon,Šu-Nisaba,šu-ni-sà-ba; šu-ni-za-ba
PN,Aku,2,2,lexicon; onomasticon,Aku,a-ku
PN,Atanah,2,2,lexicon; onomasticon,Atanah; Atanaḫ,a-ta-na-ah; a-ta-na-ah-ma
PN,Uršiši,2,2,lexicon; onomasticon,Uršiši,ur-ší-ši; ur-ší-ší; ur-ší-ší-ma; ú-ri-šu-uš; ú-ri-ší-ší; ú-ur-ší-ší
PN,Sukuhum,2,2,onomasticon,Sukuhum,sí-ik-ú-hi-im; sú-ku-hi-im; sú-uk-ú-hi-im
PN,Akutum,2,2,onomasticon,Akutum,a-ku-du; a-ku-tim
PN,Šarrum-Adad,2,2,lexicon; onomasticon,Šarrum-Adad,lugal-{d}im; lugal-{d}iškur-ma; lugal.im; lugal.iškur; lugal={d}im; lugal={d}im-ma; lugal={d}iškur; lugal={d}iškur-ma; sá-ri={d}im; ša-ra={d}iškur; ša-ru-; ša-ru-um-; ša-ru-um={d}im; ša-ru-um={d}iškur; ša-ru={d}im
PN,Ennam-rēṣum,2,2,onomasticon,Ennam-rēṣum,en-nu-re-ṣa-ma
PN,Dadum,2,2,onomasticon,Dadum; Dādum,da-dim
PN,Šarrum-Suen,2,2,lexicon; onomasticon,Šarrum-Suen,lugal-ra-sú-in; lugal-ra-zu; lugal-sù-en6-ma; lugal-sú-en; lugal-sú-en6; lugal-sú-en6-ma; lugal.en.zu; lugal={d}en.zu; {m}lugal-sú-en6; ša-ra-sú-en6; ša-ra-sú-in; ša-ru-sú-in; šar-ra-sú-in
PN,Suen-ilšu,2,2,lexicon,Suen-ilšu,sú-en6-il5-šu; sú-in-dingir-šu; sú-in-il5-šu
PN,Mala,2,2,lexicon; onomasticon,Mala; Malā,ma-la-a-a; ma-lá; ma-lá-a-a; ma-lá-áš
PN,Kulumāya,2,2,onomasticon,Kulumāya,ku-lu-ma; ku-lu-ma-a; ku-lu-ma-a-a
PN,Emeni,2,2,lexicon; onomasticon,Emeni,e-me-ni
PN,Akusānum,2,2,onomasticon,Akusānum,a-ku-za-num
PN,Akitaya,2,2,lexicon; onomasticon,Akitaya,a-ki-ta-a
PN,Agaya,2,2,onomasticon,Agaya,a-ga-a
PN,Kibal,2,2,lexicon; onomasticon,Kibal,ki-ba-al; ki-bá-al
PN,Latarak,2,2,lexicon; onomasticon,Latarak,la-ta-ra-ak; lá-ta-ra-ak
PN,Iddin-Erra,2,2,lexicon; onomasticon,Iddin-Erra,i-dí-èr-ra; i-dí-ér-ra
PN,Šamaš-tappā'ī,1,1,lexicon; onomasticon,Šamaš-tappā'ī,{d}utu-ta-pá-i; {d}utu-tap-pá-e; {d}utu-tap-pá-i; {d}utu-tap-pá-i-ma; {d}utu-tap-pá-ì; {d}utu.tab.ba-i; {d}utu=tap-pá-i
PN,Aššur-bēl-malkim,1,1,onomasticon,Aššur-bēl-malkim,a-šur-be-el-ma-al-ki-im
PN,Ikra,1,1,lexicon; onomasticon,Ikra; Ikrā,ig-ra; ik-ra; ik-ra-a
PN,Šakṣum,1,1,onomasticon,Šakṣum,ša-ak-ṣí; ša-ak-ṣí-im
PN,Karnikašu,1,1,lexicon,Karnikašu,kà-ar-ni-kà-šu
PN,Abi-lamassi,1,1,onomasticon,Abi-lamassi; Abi-lamassī; Abī-lamassī,a-bi-lá-ma-sí
PN,Nimar-Suen,1,1,lexicon; onomasticon,Nimar-Suen,ni-mar-su-en6; ni-mar-su-in; ni-mar-sú-en6; ni-mar-sú-en6-ma; ni-mar-sú-in; ni-mar-zu
PN,Puzur-malasu,1,1,lexicon,Puzur-malasu,puzur4-ma-lá-sú; púzur-ma-lá-sú
PN,Ennam-Wēr,1,1,lexicon,Ennam-Wēr,e-na-am-we-er; e-nu-um-we-er; en-na-am-we-er; en-na-we-er; en-na-we-er-ma; en-nam-we-er; en-nam-we-er-ma; en-nu-um-we-er; en-nu-we-er; en-num-we-er
PN,Arunahšu,1,1,lexicon; onomasticon,Arunahšu; Arunaḫšu,a-ru-na-ah-šu; a-ru-na-ah-šu-ma
PN,Meari,1,1,lexicon; onomasticon,Meari,me-a-ri
PN,Ama,1,1,onomasticon,Ama,a-ma
PN,Dumuq-Ištar,1,1,lexicon; onomasticon,Dumuq-Ištar,du-mu-uq-ištar; du-um-qí-ištar
PN,Itūr-kēn,1,1,lexicon,Itūr-kēn,i-tur4-ki-in; i-tù-ur-ki-in
PN,Warad-ilī,1,1,lexicon; onomasticon,Warad-ilī,ir-ad-ì-lí; ir-ì-lí; wa-ar-dí-dingir; wa-ar-dí-ì-lí; ìr-ì-lí
PN,Šimašitiša,1,1,lexicon; onomasticon,Šimašitiša,ší-ma-ší-tí-ša
PN,Butkum,1,1,onomasticon,Butkum,bu-ut-ki-im
PN,Išuah,1,1,lexicon; onomasticon,Išuah; Išuaḫ,i-šu-ah
PN,Aššur-iddin,1,1,lexicon; onomasticon,Aššur-iddin,a-šur-i-dí-in; a-šùr-i-dí-in; a-šùr-i-dí-in-ma
PN,Tarhuala,1,1,lexicon; onomasticon,Tarhuala; Tarḫuala,ta-ar-ha-lá; ta-ar-hu-a-lá; ta-ar-hu-lá; tár-hu-a-lá; tár-hu-lá
PN,Ilī-ellitī,1,1,lexicon; onomasticon,Ilī-ellitī,ì-lí-illat-tí; ì-lí-li-dí; ì-lí-ì-lí-tí
PN,Babaya,1,1,onomasticon,Babaya,ba-ba
PN,Rabi-Aššur,1,1,lexicon; onomasticon,Rabi-Aššur,gal-a-šur; gal-a-šur-ma; gal-a-šùr; gal-a-šùr-ma; gal-ba-a-šur; ra-ba-a-šur; ra-bi-a-šur; ra-bi-a-šùr; ra-bi-a-šùr-ma; ra-bi4-a-šur; ra-bi4-a-šùr; ra-áb-a-šur; {m}gal-a-šùr
PN,Šarakšuna,1,1,lexicon; onomasticon,Šarakšuna,ša-ra-ak-šu-na
PN,Adad-damiq,1,1,lexicon; onomasticon,Adad-damiq,{d}im.sig5; {d}im.sig5-ma; {d}iškur.sig5; {d}iškur.sig5-ma
PN,Puzurkunu,1,1,lexicon; onomasticon,Puzurkunu,pu-zu-ur-ku-nu
PN,Ziki,1,1,onomasticon,Ziki,zi-ki
PN,Inah,1,1,lexicon; onomasticon,Inah; Inaḫ,i-na-ah
PN,Anu,1,1,lexicon,Anu,a-nu-um; an-um
PN,Puzur-iliya,1,1,lexicon,Puzur-iliya,puzur4-i-li-a; puzur4-li-a; púzur-i-li-a
PN,Alulāya,1,1,onomasticon,Alulāya,a-lu-la; a-lu-lá-a
PN,Tanušta,1,1,lexicon; onomasticon,Tanušta,ta-nu-uš-ta; ta-nu-uš-tí
PN,Utaya,1,1,lexicon,Utaya,ud-a; ú-da-a; ú-ta; ú-ta-a
PN,Kim-Aššur,1,1,lexicon,Kim-Aššur,ki-im-a-šùr
PN,Liwiru,1,1,lexicon,Liwiru,li-ru; li-wi-ru
PN,Talhama,1,1,lexicon; onomasticon,Talhama; Talḫama,ta-al-ha-ma; tal-ha-ma
PN,Kašši,1,1,lexicon; onomasticon,Kašši,kà-áš-ší
PN,Kuzizi,1,1,lexicon; onomasticon,Kuzizi,ku-uz-zi; ku-zi; ku-zi-i; ku-zi-zi; ku-zi-zi-za; ku-zu-zi-im; ku-ṣí-i
PN,Bašu,1,1,lexicon,Bašu,ba-šu; pá-a-šu
PN,Kuzari,1,1,lexicon; onomasticon,Kuzari; Kuzāri,ku-sà-ri; ku-za-ri; ku-ṣa-ri
PN,Ilī-malkī,1,1,lexicon; onomasticon,Ilī-malkī,dingir-ma-al-ki; ili5-ma-al-ki; ili5-ma-ki
PN,Alitum,1,1,lexicon; onomasticon,Alitum,a-li-tim; a-li-tum
PN,Urmeša,1,1,lexicon,Urmeša,ur-me-ša
PN,Šumi-abia,1,1,lexicon; onomasticon,Šumi-abia,{m}šu-ma-a-bi-a; {m}šu-ma-a-bi4-a; {m}šu-ma-bi-a; {m}šu-mì-a-bi4-a; šu-ma-a-bi-a; šu-ma-a-bi-a-ma; šu-ma-a-bi4-a; šu-ma-bi; šu-ma-bi-a; šu-ma-bi-a-ma; šu-ma-bi4-a; šu-ma-bi4-a-ma; šu-mi-a-bi4-a-a; šu-mì-a-a-bi-a; šu-mì-a-bi; šu-mì-a-bi-a; šu-mì-a-bi-a-ma; šu-mì-a-bi4-a; šu-mì-a-bi4-a-ma
PN,Artama,1,1,lexicon; onomasticon,Artama,ar-ta-a-ma; ar-ta-ma
PN,Karawa,1,1,onomasticon,Karawa,kà-ra-wa
PN,Ea-bāštī,1,1,lexicon; onomasticon,Ea-bāštī,e-a-ba-áš-tí; é-a-ba-áš-tí
PN,Kanwarta,1,1,lexicon,Kanwarta,itu.kam-kán-war-ta; kán-war-ta
PN,Kadutala,1,1,lexicon; onomasticon,Kadutala,kà-du-ta-lá
PN,Ilī-imittī,1,1,lexicon; onomasticon,Ilī-imittī,dingir-i-mì-tí; i-li-mì-tí; il-mì-tí-ma; il5-i-mì-ti; il5-mì-ti; il5-mì-ti-ma; il5-mì-tí; il5-mì-tí-ma; ili5-mì-ti; ili5-mì-tí-ma; ì-lí-i-mì-tí-ma; ì-lí-mì-tí; ì-lí-mì-tí-ma
PN,Ašašabi,1,1,lexicon,Ašašabi,a-ša-ša-bi
PN,Titinatal,1,1,onomasticon,Titinatal,tí-tí-na-ri
PN,Waliwali,1,1,lexicon; onomasticon,Waliwali,wa-li-wa-li; wa-lí-wa-lí; wa-ni-wa-ni; ú-ni-ú-ni
PN,Abī-wēdum,1,1,onomasticon,Abī-wēdum,a-bi-we-du; a-bi-we-du-um; a-bí-we-dum
PN,Šilmašu,1,1,lexicon; onomasticon,Šilmašu,ší-el-ma-šu; ší-il5-ma-šu
PN,Šuma-libši,1,1,lexicon; onomasticon,Šuma-libši,{m}mu-li-ib-ši; {m}mu-lib-ši; {m}šu-mu-li-ib-ší; šu-ma-li-ib-ší; šu-mu-li-ib-ší; šu-mu-um-li-ib-ší; šu-mu-um-li-ib-ší-ma
PN,Emmertum,1,1,onomasticon,Emmertum,e-me-er-tim
PN,Bēlassunu,1,1,lexicon; onomasticon,Bēlassunu,be-lá-sú-nu; bé-lá-sú-nu; {m}be-lá-sú-nu
PN,Kurkurānum,1,1,onomasticon,Kurkurānum,ku-ur-ku-ra-nam; ku-ur-ku-ra-num
PN,Šuppi-numan,1,1,lexicon,Šuppi-numan,šu-bi-e-nu-ma-an; šu-bi4-e-nu-ma-an; šu-pu-nu-ma; šu-pè-e-nu-ma-an; šu-pé-e-nu-ma-an; šu-pì-a-nu-ma-an; šu-pì-e-nu-ma-an; šu-pì-ú-nu-ma-an; šu-pí-a-nu-ma-an; šu-pí-e-nu-ma-an; šu-pí-i-nu-ma-an
PN,Aššur-re’i,1,1,onomasticon,Aššur-re’i; Aššur-rē’ī,a-šùr-re-i; a-šùr-sipa
PN,Ilī-mālik,1,1,lexicon; onomasticon,Ilī-mālik,dingir-ma-lik; dingir-ma-lá-ak; {m}dingir-ma-lik; ì-li-ma-lik; ì-lí-ma-lik
PN,Zalidi,1,1,lexicon; onomasticon,Zalidi,sà-li-dí; sà-li-ti; sà-li-tí; sà-lí-dí; sá-li-tí; sá-lí-dí; za-li-dí; za-li-dí-ma; za-li-tí; za-ni-dí; zu-li-tí; ṣa-li-tí
PN,Šarrum-Šamaš,1,1,lexicon,Šarrum-Šamaš,lugal={d}utu
PN,Iṣmid-ilum,1,1,onomasticon,Iṣmid-ilum,iṣ-mì-dí-dingir; iṣ-mì-id-dingir; áš-dingir
PN,Kuzuzārum,1,1,onomasticon,Kuzuzārum,ku-zu-za-ri-im
PN,Imlik-Aššur,1,1,lexicon; onomasticon,Imlik-Aššur,im-li-ik-a-šùr; im-lik-a-šùr
PN,Kalamur,1,1,lexicon; onomasticon,Kalamur,kà-lá-mu-ur; kà-lá-mur
PN,Šāt-Ea,1,1,lexicon; onomasticon,Šāt-Ea,ša-at-e-a; ša-at-é-a; ša-té-a; ša-té-e-a; ša-tí-e-a
PN,Zidani,1,1,onomasticon,Zidani,zi-da-ni
PN,Anuguti,1,1,lexicon; onomasticon,Anuguti,a-nu-gu-ti; a-nu-gu-tí
PN,Nanahi,1,1,lexicon; onomasticon,Nanahi; Nanaḫi,na-na-hi
PN,Šubrum,1,1,onomasticon,Šubrum,šu-ub-ri-im
PN,Apdagi,1,1,lexicon; onomasticon,Apdagi,ap-da-gi; áp-da-gi
PN,Šuppiahšu,1,1,lexicon; onomasticon,Šuppiahšu; Šuppiaḫšu,šu-bi-a-ah-šu; šu-bi4-a-ah-šu; šu-bi4-ah-šu; šu-pì-a-ah-šu; šu-pì-a-ah-šu-ú; šu-pì-ah-šu; šu-pì-ah-šu-ú; šu-pí; šu-pí-a-ah-šu; šu-pí-a-ah-šu-ú; šu-pí-ah-šu; šu-up-a-ah-šu
PN,Babašiba,1,1,lexicon; onomasticon,Babašiba,ba-ba-ší-ba
PN,Nikkilet,1,1,lexicon,Nikkilet,ni-ki-il5-it; ni-ki-li-a-at; ni-ki-li-e-et; ni-ki-li-e-et-ma; ni-ki-li-et; ni-ki-li-et-ma; ni-ki-li-it; ni-ki-lí-et
PN,Aha,1,1,onomasticon,Aha,a-ha-a
PN,Šamaš-taklāku,1,1,lexicon; onomasticon,Šamaš-taklāku,{d}utu-ta-ak-la-ku; {d}utu-ta-ak-lá-ku; {d}utu-ták-lá-ku; {d}utu-ták-lá-ku-ma; {m}{d}utu-ták-lá-ku
PN,Abī-baštī,1,1,lexicon; onomasticon,Abī-baštī,a-bi-ba-áš-tí; a-bi4-ba-áš-tí; a-bi4-i-ba-áš-tí
PN,Hudida,1,1,lexicon; onomasticon,Hudida; Ḫudida,hu-dí-da; hu-tí-da
PN,Ṭāb-pī-Anum,1,1,onomasticon,Ṭāb-pī-Anum,-num; ta-bi-a-nu-um
PN,Tizar-uman,1,1,lexicon,Tizar-uman,tí-za-ru-ma-an
PN,Harša,1,1,lexicon; onomasticon,Harša; Ḫarša,ha-ar-ša; ha-ar-ša-a; ha-ar-ša-am; ha-ar-ší
PN,Kurašmiš,1,1,lexicon; onomasticon,Kurašmiš,ku-ra-áš-mì-iš
PN,Šezur,1,1,lexicon; onomasticon,Šezur,sé-sú-ur; sé-ṣur; sé-ṣú-ur; zi-zu-ur; še-zu-ir; še-zu-ur; še-ṣur; šé-sú-ur; šé-zu-ur; šé-zur; šé-ṣú-ur; ší-zu-ur
PN,Kazuba,1,1,lexicon; onomasticon,Kazuba,ga-zu-bi; ga-zu-pá; ka-zu-ba; kà-sú-ba; kà-zu-ba; kà-zu-pá
PN,Ašuwan,1,1,lexicon; onomasticon,Ašuwan,a-zu-an; a-šu-a-an; a-šu-an; a-šu-wa-an; a-šu-wa-an-zi
PN,Ašuan,1,1,lexicon; onomasticon,Asuan; Ašuan,a-su-an; a-šu-an; a-šu-u-a-an
PN,Abuna,1,1,lexicon; onomasticon,Abuna,a-bu-na; a-bu-ni; a-bu-ni-i; a-bu-num; a-pu-na
PN,Puzur-Lama,1,1,lexicon; onomasticon,Puzur-Lama,puzur4-la-ma; púzur-la-ma
PN,Urāya,1,1,onomasticon,Urāya,ú-ra-a; ú-ra-a-a
PN,Abu-waqar,1,1,onomasticon,Abu-waqar,a-bu-qar
PN,Šariša,1,1,lexicon; onomasticon,Šariša; Šarišā,ša-ri-ša; ša-ri-ša-a-a
PN,Usmû,1,1,lexicon,Usmû,ú-sú-me-e; ú-sú-mì
PN,Ala,1,1,lexicon; onomasticon,Ala; Alā,a-la; a-la-im; a-lá; a-lá-a; a-lá-a-a; a-lá-im; al-wa
PN,Babali,1,1,lexicon,Babali,ba-ba-li; ba-ba-lim; ba-ba-lu; ba-ba-lu-um; ba-ba-ni; ba-bi-li-im; ba-bi-lim; ba-bi4-lim; pá-pi-li; pá-pá-li; pá-pá-lim; pá-pá-lí
PN,Emua,1,1,lexicon; onomasticon,Emua,e-mu-a
PN,Ippalu,1,1,lexicon; onomasticon,Ippalu,ip-pa-lu
PN,Buzutāya,1,1,onomasticon,Buzutāya,bu-zu-ta; bu-zu-ta-a
PN,Ilī-ellat,1,1,lexicon; onomasticon,Ilī-ellat,dingir-e-lá-at; dingir-illat; dingir.illat; ì-lí-illat
PN,Anum-ilī,1,1,lexicon; onomasticon,Anum-ilī,a-nu-dingir; a-nu-lim; a-nu-um-dingir; a-nu-um-ì-lí; a-num-dingir; a-num-ì-lí; an-ì-lí
PN,Šāt-Aššur,1,1,lexicon; onomasticon,Šāt-Aššur,ša-ad-a-šùr; ša-ad-a-šùr-ma; ša-at-a-šur; ša-at-a-šur-ma; ša-at-a-šùr; ša-at-a-šùr-ma
PN,Arašihatal,1,1,onomasticon,Arašihatal,a-ra-ší-ha-tal
PN,Manum,1,1,onomasticon,Manum,ma-na-ta-num
PN,Tiltitiš,1,1,lexicon; onomasticon,Tiltitiš,tí-il5-tí-tí-iš; tí-il5-tí-tí-ša
PN,Wawali,1,1,lexicon; onomasticon,Wawali,al-wi; wa-wa-li; wa-wa-li-ma; ú-wa-wa-li
PN,Hinnāya,1,1,onomasticon,Hinnāya,hi-na; hi-na-a; hi-na-a-a
PN,Ištar-bāštī,1,1,lexicon; onomasticon,Ištar-bāštī,iš-tar-ba-áš-tí; ištar-ba-aš-tí; ištar-ba-áš-ti; ištar-ba-áš-tí; ištar-ba-áš-tí-ma
PN,Anah-Ištar,1,1,lexicon; onomasticon,Anah-Ištar; Anaḫ-Ištar,a-na-ah-ištar; a-na-ah-ištar-ma
PN,Kanani,1,1,lexicon; onomasticon,Kanani; Kanāni,ga-na-ni; kà-na-ni
PN,Unapše,1,1,onomasticon,Unapše,ú-na-ap-ší; ú-na-áp-ší
PN,Abduata,1,1,lexicon; onomasticon,Abduata,a-áb-du-a-ta; ab-du-a-ta; áb-du-a-ta; áb-du-a-ta-ma; áp-du-a-ta
PN,Abdu,1,1,lexicon,Abdu,ab-du-ma; áb-du
PN,Alulur,1,1,lexicon; onomasticon,Alulur,a-lu-lu-ur
PN,Kurkur,1,1,lexicon; onomasticon,Kurkur,ku-ur-ku-ur; kur-kur
PN,Tarikuda,1,1,lexicon; onomasticon,Tarikuda,da-ri-ku-da; ta-ri-ku-da; ta-ri-ku-ta; ta-ri-ku-tá; tí-ri-ku-da; tí-ri-ku-ta; tí-ri-ku-tá
PN,Kizi,1,1,lexicon; onomasticon,Kizi,ke-ze-e; ki-sí-i; ki-zi; ki-zi-e
PN,Taki,1,1,lexicon; onomasticon,Taki,ta-ke-e; ta-ki; ta-ki-e; ta-ki-i; ta-ki-im; ta-qé
PN,Kuprurak,1,1,lexicon,Kuprurak,ku-up-ru-ra-ak
PN,Bazaza,1,1,lexicon; onomasticon,Bazaza; Bazāza,ba-sa-sa; ba-sá-sá; ba-za-za; ba-za-za-a; ba-za-za-a-a; pá-sá-sá
PN,Akuka,1,1,lexicon; onomasticon,Akuka,a-ku-ga; a-ku-ka; a-ku-kà
PN,Lamassatum,1,1,onomasticon,Lamassatum,lá-ma-sà-tim; lá-ma-sà-tum; lá-ma-sú-tum
PN,Pušqānum,1,1,onomasticon,Pušqānum,pu-uš-qá-nim
PN,Kukidi,1,1,lexicon,Kukidi,ku-ki-dí; ku-ki-tí
PN,Pazuzu,1,1,lexicon; onomasticon,Pazuzu,pa-zu-zu; pá-zu-zu
PN,Ištar-puzrī,1,1,lexicon; onomasticon,Ištar-puzrī,ištar-pu-úz-ri
PN,Zikur-ilī,1,1,lexicon; onomasticon,Zikur-ilī,sí-ku-ur-ì-lí; sí-kùr-ì-lí; zi-ku-li; zi-ku-lí; zi-ku-ur-lí; zi-ku-ur-ì-lí; zi-ku-ur-ì-lí-ma; zi-kur-dingir; zi-kur-lí; zi-kur-ì-lí; zi-kur-ì-lí-ma; zi-kùr-ì-lí; {m}zi-kur-ì-lí
PN,Zaza,1,1,lexicon; onomasticon,Zaza; Zazā,sà-sà-a; sá-sá; za-za; za-za-a; za-za-a-a
PN,Akuku,1,1,lexicon,Akuku,a-ku-ki-im; a-ku-ku; a-ku-ku-ma; a-ku-ku-um; a-ku-kum; a-ku-kum-ma
PN,Nar'am-Ea,1,1,lexicon,Nar'am-Ea,na-ar-me-a
PN,Kuluklu,1,1,lexicon; onomasticon,Kuluklu,ku-lu-uk-lu
PN,Ibni-Šamaš,1,1,lexicon,Ibni-Šamaš,ib-ni={d}utu
PN,Zumu,1,1,onomasticon,Zumu,zu-mu; zu-mu-ú
PN,Karzilili,1,1,lexicon; onomasticon,Karzilili,kà-ar-zi-li-li
PN,Idaya,1,1,onomasticon,Idaya; Idāya,i-da-a; i-da-a-a
PN,Ahuša,1,1,onomasticon,Ahuša,a-hu-ša
PN,Iddin-Nirah,1,1,lexicon; onomasticon,Iddin-Nirah; Iddin-Niraḫ,i-dí-in-ni-ra-ah; i-dí-ni-ra-ah; i-dí={d}muš
PN,Ea,1,1,lexicon,Ea,e-a; i-a; i-a-a-a
PN,Zizizi,1,1,lexicon; onomasticon,Zizizi,sí-sí-sí; zi-zi-zi; zi-zi-zi-i; zi-zi-zi-ma
PN,Abušalim,1,1,onomasticon,Abušalim,a-bu-ša-lim
PN,Anisaba,1,1,lexicon,Anisaba,a-ni-sa-ba; a-ni-za-pá
PN,Duli,1,1,onomasticon,Duli,du-li
PN,Nikur,1,1,lexicon,Nikur,ni-ku-ur
PN,Tali,1,1,lexicon,Tali,ta-al-wi; ta-li; ta-li-is; ta-li-iš; ta-ri; ta-ri-i
PN,Iddin-ilī,1,1,lexicon,Iddin-ilī,i-dí-dingir-im; i-dí-li
PN,Eruni-Adad,1,1,lexicon,Eruni-Adad,e-ru-ni={d}im
PN,Šāt-Adad,1,1,lexicon; onomasticon,Šāt-Adad,sa-at-{d}iškur; sa-at={d}iškur; ša-at={d}im
PN,Buzizi,1,1,onomasticon,Buzizi,bu-zi-zi
PN,Puzur-Ea,1,1,lexicon; onomasticon,Puzur-Ea,puzur4-e-a; puzur4-i-a; púzur-e-a; púzur-i-a
PN,Bazi,1,1,onomasticon,Bazi,ba-zi; ba-zi-e
PN,Puzur-Wēr,1,1,lexicon; onomasticon,Puzur-Wēr,puzur4-we-er; puzur4={d}we-er; púzur-we-er
PN,Eruzi,1,1,lexicon,Eruzi,e-ru-zi
PN,Babala,1,1,lexicon; onomasticon,Babala,ba-ba-la; ba-ba-lá; ba-ba-lá-a; pá-pá-la-a; pá-pá-lá; pá-pá-lá-a; pá-pá-lá-ma
PN,Zunanadi,1,1,lexicon,Zunanadi,zu-na-na-dí; zu-na-na-tí
PN,Tarīš-mātum,1,1,onomasticon,Tarīš-mātum,ta-ri-iš-ma-tim; ta-ri-iš-ma-tum
PN,Ṣillia,1,1,lexicon; onomasticon,Ṣillia; Ṣilliā,sí-li-a; ṣí-li-a; ṣí-li-a-ma; ṣí-li-i-a; ṣí-lí-a
PN,Bēlum-rabi,1,1,lexicon; onomasticon,Bēlum-rabi,be-lum-ra-bi; be-lum-ra-bi4; be-lum-ra-bi4-ma; be-lúm-gal; {d}be-lúm-ra-bi
PN,Puzur-lah,1,1,lexicon; onomasticon,Puzur-lah; Puzur-laḫ,puzur4-lá-ah; púzur-lá-ah
PN,Ilaliuman,1,1,lexicon; onomasticon,Ilaliuman,i-la-li-ú-ma-an; i-lá-li-ú-ma-an
PN,Šamaš-rē'ī,1,1,lexicon; onomasticon,Šamaš-rē'ī,{d}utu-re-e; {d}utu-re-i; {d}utu.sipa
PN,Hudu-bēlī,1,1,lexicon; onomasticon,Hudu-bēlī; Ḫudu-bēlī,hu-du-be-li; hu-du-be-lí; hu-du-bé-li
PN,Pilah-Anum,1,1,onomasticon,Pilah-Anum,pì-lá-ah-a-nu-um; pì-lá-ha-num
PN,Ewarnum,1,1,onomasticon,Ewarnum,e-wa-ar-nim; e-we-er-nim
PN,Zizum,1,1,onomasticon,Zizum,zi-zi-im
PN,Azul,1,1,lexicon; onomasticon,Azul,a-zu-ul; az-ul
PN,Muanika,1,1,lexicon; onomasticon,Muanika,mu-a-ni-kà
PN,Taziza,1,1,lexicon; onomasticon,Taziza,ta-zi-za
PN,Šuliman,1,1,lexicon; onomasticon,Šuliman,šu-li-ma-an
PN,Lurmea,1,1,lexicon; onomasticon,Lurmea,lu-ur-me-a; lu-ur-mì-a
PN,Tamnia,1,1,lexicon; onomasticon,Tamnia,ta-am-na; ta-am-ni-a
PN,Kalanašar,1,1,lexicon; onomasticon,Kalanašar,kà-lá-na-šar
PN,Uštahšušar,1,1,lexicon; onomasticon,Uštahšušar; Uštaḫšušar,uš-ta-ah-šu-ša-ar; uš-ta-ah-šu-šar
PN,Ilī-rabi,1,1,lexicon; onomasticon,Ilī-rabi,-re-bi; dingir-gal; dingir-lu-ri-bi; dingir-ra-be; dingir-ra-bi; dingir-ra-bi4; dingir.gal; {m}dingir-re-bi; ì-lí-gal
PN,Uzu,1,1,lexicon,Uzu,u-ṣú; ù-zi; ú-sú; ú-zi; ú-zi-im; ú-zu; ú-ṣi
PN,Kida,1,1,lexicon; onomasticon,Kida; Kidā,ki-da; ki-da-a; ki-ta; ki-ta-a
PN,Iku,1,1,onomasticon,Iku,i-ku
PN,Išdu-kēn,1,1,lexicon; onomasticon,Išdu-kēn,-ki-in; iš-du-ke-en; iš-du-ke-en6; iš-du-ke-en6-ma; iš-du-ke-ki-in; iš-du-ki-in
PN,Šuppinuman,1,1,onomasticon,Šuppinuman,šu-pì-ú-nu-ma-an
PN,Alutani,1,1,lexicon; onomasticon,Alutani,a-lu-ta-ni
PN,Hurdunani,1,1,lexicon; onomasticon,Hurdunani; Ḫurdunani,hu-ur-du-na-ni
PN,Nanali,1,1,lexicon; onomasticon,Nanali; Nanalī,na-na-li; na-na-li-i
PN,Dumeni,1,1,lexicon; onomasticon,Dumeni,du-me-ni
PN,Abubu,1,1,lexicon; onomasticon,Abubu,a-bu-bu
